"OMSTenantId","OrganizationName","Country","StorageTB","LicensesEnabled","LicensesAcquired","LicenseToEnabledRatio","SignalCount","ImpersonationRiskScore","RiskTier","IsBrandNamePattern","IsInstitutionNamePattern","IsFakeNameHint","PooledProvisioningPlausible","TriageLane"
"7c36a78e-1602-438c-8e81-1e13ed494a5d","AUSTRALIAN CATHOLIC UNIVERSITY","Australia","42.728","12","1500020","125001.67","2","42","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"cf936a72-c5b8-46b4-9c60-2d43357f0994","ASIA PACIFIC UNIVERSITY SDN BHD","Malaysia","16.476","0","0","?","2","42","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"0f94cb40-0e50-4c1b-9872-109cfc609631","MOUNT WAVERLEY SECONDARY COLLEGE","Australia","15.264","4","500000","125000","2","42","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"db7d1c38-a794-41dc-a5e0-f388b5b0217c","RYBURN VALLEY HIGH SCHOOL","United Kingdom","14.317","19","2000000","105263.16","2","42","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"45bf7711-48b1-4b6d-8fad-13ac0f56a6fe","COSTESSEY INFANT SCHOOL","United Kingdom","10.115","11","4000000","363636.36","2","42","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"119dc3dd-e0d1-4dc6-b23e-9b5ff18b7423","HOA HIEP PRIMARY SCHOOL","Vietnam","113.422","18","3000000","166666.67","1","40","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"2446ebcb-2b3d-419c-ad7b-2df6ee17576c","FBI","United States","2.536","14","1000","71.43","0","40","MEDIUM","True","False","False","False","Investigate-Next-Wave"
"66b01813-787a-484e-a4e8-b5f24056a7bd","CLARKS SUMMIT UNIVERSITY","United States","9.66","18","3000010","166667.22","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"f42d9acf-5ec8-4fc0-b16c-836949806ae3","ST. AUGUSTINES RC HIGH SCHOOL","United Kingdom","5.937","10","1504068","150406.8","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"ff989247-1588-4661-9ad5-93b9b7413a7d","ST ALBAN'S CATHOLIC HIGH SCHOOL","United Kingdom","5.816","16","4000000","250000","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"f98eff6c-71be-42a6-be08-a71c6319ca11","INSTITUTE OF TECHNOLOGY BLANCHARDSTOWN","Ireland","5.615","1","540000","540000","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"018739f1-da72-41eb-9910-787a65362fb9","BOAZ PUBLIC SCHOOL","India","5.167","0","1000","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"8c630c47-4fdb-4a80-858b-772fa67bf53e","CLOUD","China","5.042","6","1000","166.67","2","37","MEDIUM","False","False","True","False","Investigate-Next-Wave"
"ac764bc3-5096-4854-892c-7adaa58c9920","AVELEY PRIMARY SCHOOL","United Kingdom","4.875","15","3000010","200000.67","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"b556e84b-6f75-4afb-8f48-df8d106c5151","COLLEGE PREPARATORY SCHOOL","United States","4.051","0","0","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"4692ca28-af18-4d63-94d3-55b885a5df3b","CLOUD IT LIMITED","United Kingdom","3.555","15","50","3.33","2","37","MEDIUM","False","False","True","False","Investigate-Next-Wave"
"059dafbf-56b7-4f87-9148-5bc94abda3b5","OLD BUCKENHAM HIGH SCHOOL","United Kingdom","3.256","0","1600","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"52241d28-c40d-4a46-9af7-fed13fef180a","SCHOOL BUSINESS SERVICES","United Kingdom","3.14","0","1","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"f8820e90-97f5-4b0d-bf0a-6a68975ab341","DOMINICUS COLLEGE","Netherlands","3.068","14","3000000","214285.71","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"96095646-8e2f-4351-b8fa-ff886b0cdcb5","JOHNSON COUNTY COMMUNITY COLLEGE","United States","3.013","1","500000","500000","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"a6e4a2ac-3e33-4d45-9d51-2ad25f186a35","VIRTUAL COLLEGE","United Kingdom","2.501","0","2","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"cdb7c8d2-8a2e-4592-81ca-65abcf2a0ea3","CADBURY SIXTH FORM COLLEGE","United Kingdom","2.404","0","5100","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"b3715d3a-0f8a-45e4-8ead-5b1d38951d63","KRISTIN SCHOOL","New Zealand","2.389","3","505339","168446.33","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"70637f28-fc4d-4978-827d-05ce0965e31b","FUN LEARNERS' SCHOOL PTE LTD","Singapore","2.286","0","0","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"a9b81b3a-3743-4f39-847d-cd93086450a9","STILL WATERS ACADEMY","United States","2.109","13","2000007","153846.69","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"0b8a4e4b-697c-49f4-97bf-a2cfaf1285f4","SOKA UNIVERSITY","Japan","2.074","0","6000","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"37394de3-ad46-499e-ac88-7b8b4d5456d0","GERMAN GRADUATE SCHOOL OF MANAGEMENT AND LAW GGMBH","Germany","1.916","13","2500000","192307.69","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"7772d071-b7bf-4c23-ac8d-e3709c949fac","ACADEMY","Egypt","1.827","16","3000000","187500","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"850405bf-65b0-46e6-8682-cb85dea5b309","DEFAULT DIRECTORY","China","1.774","2","25","12.5","2","37","MEDIUM","False","False","True","False","Investigate-Next-Wave"
"927920ab-1140-4ad1-8995-f2d6a7ba195c","DEPARTMENT OF MATHEMATICS MAHIDOL UNIVERSITY","Thailand","1.741","0","0","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"76a73675-2f57-4ce3-8e00-12147baffbbd","AMERICAN INSTITUTE FOR ADVANCED BIBLICAL STUDIES","United States","1.581","15","1000000","66666.67","3","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"3d261773-12a4-47ee-bd93-912a93b9bdc2","JAMES MADISON UNIVERSITY (DUKES)","United States","1.543","4","929998","232499.5","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"65bf42b6-b2c1-4fc7-8cc3-a99b0145915a","SPECTRA GLOBAL SCHOOL","Qatar","1.447","0","505000","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"9e52ca71-134e-4a28-948b-13269a72f0bc","BOAT BUILDING ACADEMY LTD.","United Kingdom","1.422","0","0","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"c0a70a64-5528-47bc-925c-82d2013d46f7","OUR LADY OF MT CARMEL PARISH SCHOOL","Australia","1.411","5","500154","100030.8","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"3e3992fa-b2ef-47af-8144-349fbf54e7c5","GENBIZ CLOUD","Indonesia","1.389","17","310","18.24","2","37","MEDIUM","False","False","True","False","Investigate-Next-Wave"
"bd8f0c1b-3f81-4255-bc2c-8852ded69d7f","ST. EDWARD SCHOOL","United States","1.367","0","0","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"1b146db9-37df-45e9-9db6-70cb0c02a2b3","LETS CLOUD AFRICA","South Africa","1.359","6","6","1","2","37","MEDIUM","False","False","True","False","Investigate-Next-Wave"
"9cebd8ab-a967-4cba-8556-aae1c039adae","DDM CLOUD","United States","1.355","35","1005048","28715.66","2","37","MEDIUM","False","False","True","False","Investigate-Next-Wave"
"eaeb684c-8fc6-4aea-902c-a43b3d8ee6ce","STICHTING NORDWIN COLLEGE","Netherlands","1.297","1","27000","27000","4","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"31038547-fbad-459a-aacc-cb970a1ab6ab","MARITIME CHRISTIAN COLLEGE","Canada","1.286","17","1000005","58823.82","3","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"7570a609-fee3-42e0-baf5-078806d523c7","A'SOUD GLOBAL SCHOOL SALALAH","Oman","1.278","0","1000","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"cce35fba-1afe-4b13-95cb-476066ea12d4","TRIPLE C CLOUD COMPUTING","Israel","1.203","38","38","1","2","37","MEDIUM","False","False","True","False","Investigate-Next-Wave"
"8be6ed74-592e-40ad-9098-973cb919d798","UNIVERSITY OF FLORIDA, COLLEGE OF MEDICINE","United States","1.191","0","0","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"c1f652fc-af5e-4252-a848-bcb422c8f0a3","JYOTHI ENGLISH MEDIUM SCHOOL","India","1.105","0","4096","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"25d6653c-4f98-48bb-bfb3-3910dfdc4935","SIR K .P. COLLEGE OF COMMERCE, SURAT","India","1.08","0","3500","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"bd96e83f-077f-441c-a11a-a562969cba7f","SOUTH RIVER INFORMATION NETWORK COLLEGE","Indonesia","1.075","10","1600000","160000","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"117b5cae-ed3c-44d3-9b17-3d8b40d412c5","JOHN WOOD SCHOOL AND NURSERY","United Kingdom","1.069","10","3000000","300000","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"1a6ded01-9d92-483c-a35e-7c310c1526aa","THE DANCESPORT ACADEMY PTE LTD","Singapore","1.051","0","0","?","2","37","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"6a2ea4a6-d275-4cf5-a6bb-87b2533a6a61","NJU UNIVERSITY","China","18.797","1","1000","1000","3","36","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"a57a9c98-0aa4-4637-bde6-f0d9d0a6a3cc","SANSKRITI SCHOOL PUNE","India","87.7","6","1000","166.67","3","35","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"0937a2ae-0b00-4fbc-92a6-82e65b3644fb","HURSTHEAD JUNIOR SCHOOL","United Kingdom","27.062","12","3000000","250000","1","35","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"334263a8-8154-4022-b7bc-f34172282965","NORTH SCHOOL OF XINTAI NO.1 MIDDLE SCHOOL","Hong Kong SAR","23.16","2","500000","250000","1","35","MEDIUM","False","True","False","False","Investigate-Next-Wave"
"2cb5e0ef-04b5-4cc6-a190-8d26110a77fa","HIGHER COLLEGE OF TECHNOLOGY MUSCAT","Oman","47.449","10","280000","28000","2","34","LOW","False","True","False","False","Investigate-Next-Wave"
"b7dc318e-8abb-4c84-9a6a-3ae9fff0999f","PURDUE UNIVERSITY FORT WAYNE","United States","35.796","6","67000","11166.67","2","34","LOW","False","True","False","False","Investigate-Next-Wave"
"571aa7c2-163d-4fbf-96b9-f626c479b7f8","M365 RWTH AACHEN UNIVERSITY","Germany","29.145","13","1050400","80800","2","34","LOW","False","True","False","False","Investigate-Next-Wave"
"250730fd-c726-40ee-9912-406721dc486a","THE UNIVERSITY OF HONG KONG","Hong Kong SAR","20.984","12","1010300","84191.67","2","34","LOW","False","True","False","False","Investigate-Next-Wave"
"5718a846-2792-43a2-bba6-14abfcaee823","SRIMATHI SUNDARAVALLI MEMORIAL SCHOOL","India","15.469","4","59988","14997","2","34","LOW","False","True","False","False","Investigate-Next-Wave"
"71beebaf-865f-40e7-93e4-b1ffc6184f58","ST. MARY'S MULTIPURPOSE HIGH SCHOOL & JUNIOR COLLEGE, VASHI","India","6.008","1","1000","1000","3","31","LOW","False","True","False","False","Investigate-Next-Wave"
"a9253dfb-ec5c-4122-9379-12b484a37501","ROYAL WORLD SCHOOL","India","4.255","3","5500","1833.33","3","31","LOW","False","True","False","False","Investigate-Next-Wave"
"169992a7-29a7-47d2-98bc-87fe860de401","CLOUD","Hong Kong SAR","2.631","5","10000","2000","0","31","LOW","False","False","True","False","Investigate-Next-Wave"
"1c80a571-9a8f-4d8d-bd08-0530c8a16eeb","HIGHGATE SCHOOL ARCHIVE","United Kingdom","1.375","7","20001","2857.29","3","31","LOW","False","True","False","False","Investigate-Next-Wave"
"ac1f314e-b161-401d-984c-091ae265d18a","VARDHMAN ACADEMY","India","1.149","2","19984","9992","3","31","LOW","False","True","False","False","Investigate-Next-Wave"
"1fc69742-0943-4e70-83d6-310998ea7a02","VICTORIA POLICE PDC ACADEMY","Australia","34.135","23","1000050","43480.43","3","30","LOW","False","True","False","False","Investigate-Next-Wave"
"af76abcd-ea14-4dc1-9fec-124a082c678a","DELISHIA LANGLUAG SCHOOL","Hong Kong SAR","26.508","6","1000","166.67","3","30","LOW","False","True","False","False","Investigate-Next-Wave"
"d1d14efd-55b4-42cf-bf30-1c8ed31bab9f","RUSSIAN SCHOOL OF MANAGEMENT","Russia","17.657","3","0","0","3","30","LOW","False","True","False","False","Investigate-Next-Wave"
"3a0d59c4-6d30-477a-85d3-f4a06a66a7da","CENTRAL BEDFORDSHIRE COLLEGE","United Kingdom","14.039","10","2000","200","3","30","LOW","False","True","False","False","Investigate-Next-Wave"
"9ba57ac1-9f9b-48ce-83f5-fcd11d79b1b4","BRITISH ACADEMY OF JEWELLERY","United Kingdom","6.45","10","3000000","300000","1","30","LOW","False","True","False","False","Investigate-Next-Wave"
"b7ddc15d-125d-476d-a721-1b92aadb4e6e","OUR LADY HELP OF CHRISTIANS SCHOOL","United States","5.439","11","6000000","545454.55","1","30","LOW","False","True","False","False","Investigate-Next-Wave"
"8284afcb-5ef4-4e13-87c3-d101a37f7b36","TAFAJ TRELOWNY SCHOOL","Albania","5.129","17","4000000","235294.12","1","30","LOW","False","True","False","False","Investigate-Next-Wave"
"c1ad5a4a-c3ed-4160-9c7d-3848817ca969","VERNEY ROAD SCHOOL","Australia","4.223","13","1500000","115384.62","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"562c494a-5d56-422c-b1e7-4d42f609b8c6","MEIJI UNIVERSITY","Japan","4.195","11","10010000","910000","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"d9120b23-c29e-4de6-ab79-f73ae18debc0","THPT MY VAN ACADEMY","Vietnam","3.939","19","3000000","157894.74","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"78876da6-0b16-4c1c-b5da-a63b7c6d593d","UNIVERSITY OF NIS","China","3.796","20","2000000","100000","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"a1553116-e279-4d14-aab0-3b4310d85d5e","PAKIMA INSTITUTE","Vietnam","3.604","12","3000000","250000","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"b080e749-fc3e-40ff-beb6-736ffea6a090","GREEN HILLS ACADEMY","Nepal","2.989","14","4000000","285714.29","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"f3d27ac3-697e-4b72-96d5-a91fa7e918ec","MERRICK PREPARATORY SCHOOL","Canada","2.381","19","2005017","105527.21","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"9c02bb92-3a99-4594-9d0d-39c143d8b210","DEV CLOUD","India","1.917","6","2907","484.5","1","30","LOW","False","False","True","False","Investigate-Next-Wave"
"b839b5cb-cbb9-468f-ab43-07709f9980e4","IT LEARNING INSTITUTE","Philippines","1.561","15","3000100","200006.67","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"38fa20c8-4415-40a5-a5ed-8058eefd1a94","THE DOON GIRLS SCHOOL","India","1.495","12","3000000","250000","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"37585bf0-af47-447f-8412-c5e638192931","THE EDUCATION UNIVERSITY OF HONG KONG","Hong Kong SAR","1.459","1","140000","140000","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"582970b9-149d-497a-909a-675daf2954c6","SCHOOL VAN DE TOEKOMST","Belgium","1.201","18","3000000","166666.67","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"91ffbb1a-b94f-4758-ab3d-fb3c77025e25","BRIDGETON CHRISTIAN SCHOOL","United States","1.149","13","3000000","230769.23","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"c7f33f7c-5db2-4afd-82c3-57702c878873","MONT MICHEL SCHOOL, INC.","Philippines","1.027","18","2000500","111138.89","1","30","LOW","False","True","False","True","Investigate-Next-Wave"
"3458e6c2-34b6-406a-8ba8-3495e851d128","ASHTON SIXTH FORM COLLEGE","United Kingdom","9.673","3","40100","13366.67","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"84123fb8-b151-46a0-a1ed-667e97636543","OUTSOURCE INSTITUTE","Australia","9.19","18","500098","27783.22","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"d359b368-83e7-49ab-bcdd-355f19d790c4","SAO VIET HIGH SCHOOL","Vietnam","5.819","6","397782","66297","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"53740e25-3595-44e0-8613-a1398fe2df27","AUSTRALIAN COLLEGE OF KUWAIT","Kuwait","4.639","10","519994","51999.4","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"a186a6fd-944a-4460-a148-bbb77a94e05f","BARNFIELD COLLEGE","United Kingdom","4.636","1","12992","12992","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"221e03d1-124a-44d9-ad5f-be1d76fb3c3e","INSTITUTE OF PHYSIOLOGY CAS","Czechia","4.397","11","1000500","90954.55","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"b4d0b174-47eb-4e56-b76b-957d97a5e4cf","EASTERN WASHINGTON UNIVERSITY","United States","4.352","4","205000","51250","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"82422f85-75e1-4648-ab5a-cf5ceacb99ef","CARDINAL NEWMAN CATHOLIC SCHOOL","United Kingdom","3.017","7","505000","72142.86","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"e13fa213-0cd1-4bc0-b033-bc35d7b68634","TAIPEI AMERICAN SCHOOL","Taiwan","2.489","6","400000","66666.67","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"5ecd7378-600d-4808-9a6b-a393afdc365d","EMMANUEL CATHOLIC COLLEGE","Australia","2.242","2","20000","10000","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"dad4e872-8ad2-4d9d-b207-086cdedf0ec1","HKTA THE YUEN YUEN INSTITUTE NO.2 SECONDARY SCHOOL","Hong Kong SAR","2.159","9","210000","23333.33","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"5f14ea35-a032-4fab-b0ea-762da01ff765","ORWELL PARK SCHOOL","United Kingdom","1.925","9","502870","55874.44","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"fd24fd73-5ee7-4b5f-be7e-3f0104667a65","CHIVA-SOM ACADEMY","Thailand","1.598","20","1199982","59999.1","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"03397f99-8c96-4bdf-9641-c3823f5e1176","UNIVERSITY OF MACAU","Macao SAR","1.52","20","1500000","75000","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"5963ee4b-de81-4ffd-ac28-641cf4fa74b2","NATIONAL FIRST AID TRAINING INSTITUTE","Australia","1.338","18","1000026","55557","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"148675b4-8047-488d-9c7d-f4d17b6238d9","VOCATIONAL AND TECHNOLOGICAL SCHOOL OF GUANGDONG ENVIRONMENTAL PROTECTION","China","1.31","6","110000","18333.33","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"37a41992-74dd-43f8-acb3-b257d3bccb56","INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE","Taiwan","1.084","18","1000274","55570.78","2","29","LOW","False","True","False","False","Investigate-Next-Wave"
"4765fd4e-69a8-4a07-9cb7-ecee86bd3a43","CORK INSTITUTE OF TECHNOLOGY","Ireland","36.244","4","4956","1239","2","28","LOW","False","True","False","False","Investigate-Next-Wave"
"0770d988-3754-4b16-b8bb-0d34207c537b","UNIVERSITY OF THE SUNSHINE COAST","Australia","57.392","11","0","0","2","27","LOW","False","True","False","False","Investigate-Next-Wave"
"362fdc46-ea24-4615-a76a-c0ed1d232cb0","AJOU UNIVERSITY","Korea","57.348","48","4500000","93750","2","27","LOW","False","True","False","False","Investigate-Next-Wave"
"b2604a87-3ab0-4a91-ba42-1358c0512c34","MY DRUM SCHOOL PTE LTD","Singapore","9.224","17","18","1.06","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"0b9dc057-7f10-4f9e-897d-526718befaa6","SINGAPORE FLYING COLLEGE","Singapore","8.39","23","2005140","87180","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"e57d178d-cc99-40f4-bc33-28c5124a4df4","MOSART AND PASSIVE HOUSE ACADEMY","Ireland","7.636","26","27","1.04","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"1e71df27-6db8-4e31-b5b4-89c735963947","UNITED SCHOOL","Nepal","6.575","4","500","125","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"0255c041-a1c4-4764-b467-10fb9bf80f9b","ST. MARY'S SCHOOL OF CAGAYAN DE ORO, INC.","Philippines","5.914","15","1000","66.67","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"0e570e58-70be-40eb-8f80-8b4e32dac040","HONG KONG HOLY CATHOLIC SECONDARY SCHOOL","Hong Kong SAR","5.802","5","1000","200","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"95ed3b10-362d-43e7-830b-e6bb6a2a4727","SCHOOL OF MARKETING","United Kingdom","5.8","5","507","101.4","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"2fa14cf3-f837-423d-9dd5-d25e36069111","KAIRA DISTRICT CO-OPERATIVE MILK PRODUCERS' UNION LIMITED","India","4.419","2","0","0","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"eca583ed-5c5e-4c1d-9696-b81915d07bfc","LEO BAECK INSTITUTE","United Kingdom","4.321","11","19","1.73","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"a98d4a61-3dc2-49ea-b572-6b7251629128","NEGOTIATION ACADEMY POTSDAM","Germany","4.269","26","30","1.15","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"d34048a8-209a-49ba-bb05-7c6d738063ba","THE NEW ZEALAND SCHOOL OF KOREA","New Zealand","4.165","43","300","6.98","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"a5791359-57b0-41b4-868e-dccbf2661ea9","AUSTRALIAN INSTITUTE OF ULTRASOUND","Australia","4.148","48","49","1.02","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"b57a5b01-8666-49ba-80bd-d3e3df3827e8","ANNS ENGLISH MEDIUM SCHOOL","India","4.046","2","500","250","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"fd9d7a50-bb3a-4863-a386-9d6e57e97284","DIVINE CHILD INTERNATIONAL SCHOOL","India","3.959","21","1000","47.62","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"b4a77a58-85e6-4bca-8622-9ce9986bcabb","MEDICAL COLLEGE OF VIRGINIA FOUNDATION","United States","3.608","30","60","2","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"c9b4d3a7-6c47-47c6-b4c0-93bcc4d4d382","EDISEN ACADEMY","Korea","3.462","39","48","1.23","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"de99afb0-d2b1-4d7e-8e12-0825e3bb22a1","KASTURBA SCHOOL","India","3.125","2","500","250","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"69aa266e-0004-4964-a914-1050e3e3f45d","THE DIGITAL COLLEGE","United Kingdom","3.071","16","18","1.12","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"0156c9fa-c7cf-4e37-af84-2a3fd9d6c1e3","TEL HAI COLLEGE","Israel","3.001","23","2000","86.96","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"567a218f-7120-444a-b52f-19380afb1e2c","SCHOOL CONNECT","United States","2.929","18","45","2.5","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"85ee84ba-ff8f-41a2-a6f5-abe6b18f9f7e","ST JAMES COLLEGE BENTLEIGH EAST","Australia","2.854","9","5000","555.56","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"6747f9b3-1129-4e89-a2c1-5783e93998a2","MALTA INSTITUTE OF ACCOUNTANTS","Malta","2.843","33","40","1.21","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"24f7949e-c051-4326-acc2-9640fead2b6c","SFIC INSTITUTE","Singapore","2.802","45","20025","445","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"4e63dbf1-7502-4b1c-bf4f-cd552ee83e54","INCUBE ACADEMY","Guatemala","2.645","1","1","1","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"bb0bb42a-3d09-44e5-902e-fef7304145d1","MITTAGONG PRE-SCHOOL KINDERGARTEN INC","Australia","2.638","5","5","1","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"10c13b62-a453-4398-a104-01a4415c53b4","ST. JUDE'S SCHOOL","India","2.561","2","1000","500","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"c66e959c-be75-4ef1-9750-b69741c61c4f","THE EMIRATES ACADEMY OF HOSPITALITY MANAGEMENT","United Arab Emirates","2.391","6","5000","833.33","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"b5e30330-758a-41b2-a6a1-82b47e50a759","AL GHURAIR UNIVERSITY","United Arab Emirates","2.277","43","500","11.63","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"493119e2-faf1-4261-9eaf-f73343487cad","ALESNA INTEGRATED SCHOOL","Philippines","2.024","1","525","525","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"43d1ec4a-50d5-4dba-b3b0-24fd56b15763","WONDERFULLY MADE ACADEMY","South Africa","2.008","14","302","21.57","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"d7d908f4-0d81-4808-98d2-68ccec1122f9","DIY ACADEMY","Germany","1.917","10","10","1","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"1d377559-8264-4ac3-9449-f8267c2a0baa","AVALON COLLEGE","Australia","1.814","22","24","1.09","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"8e9dba4a-26da-48ad-83c7-5e14b813e4ce","BRISTOL OLD VIC THEATRE SCHOOL","United Kingdom","1.794","43","46","1.07","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"f4a47057-27dc-4533-9d30-6d38f97686e2","UNIVERSITY OF HAWAII, NATIONAL DISASTER PREPAREDNESS TRAINING CENTER","United States","1.788","13","13","1","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"8f5d07fd-dfd7-4543-9639-5464ac20c84c","LANGLEY MOOR PRIMARY SCHOOL","United Kingdom","1.781","47","325","6.91","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"15e41844-dba1-4a44-aab2-4b5ff7cb720d","LANGWARRIN PARK PRE SCHOOL COMMITTEE","Australia","1.77","11","12","1.09","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"f5cd3c99-f212-410e-ac75-231250d28010","BETHEL BIBLE COLLEGE OF THE ASSEMBLIES OF GOD, INC","Philippines","1.753","2","1000","500","4","25","LOW","False","True","False","False","Investigate-Next-Wave"
"27cb3e2d-cb87-497f-9270-8d68f271931f","ASHBRIDGE SCHOOL LIMITED","United Kingdom","1.725","1","1","1","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
"6deced30-c469-4801-b72c-e4f28f4e087c","INSTITUTE OF IMAGINATION","United Kingdom","1.681","14","8","0.57","3","25","LOW","False","True","False","False","Investigate-Next-Wave"
